id,pdf,image,clicks,impressions,text,url,spend_amount,spend_currency,created,ended
1849,data/2016-04/P(1)0004002.pdf,images/1849.png,0,0,"Welcome to the City of memes - Memopolis.
",https://www.facebook.com/Memopolis-450474615151098/,0.00,USD,2016-04-09T07:56:50-07:00,
1850,data/2016-04/P(1)0004004.pdf,images/1850.png,32,808,"Welcome to the City of memes - Memopolis.
",https://www.facebook.com/Memopolis-450474615151098/,329.15,RUB,2016-04-09T07:57:42-07:00,
1851,data/2016-04/P(1)0004006.pdf,images/1851.png,34,1245,"Welcome to the City of memes - Memopolis.
",https://www.facebook.com/Memopolis-450474615151098/,437.05,RUB,2016-04-11T00:50:25-07:00,
1852,data/2016-04/P(1)0004008.pdf,images/1852.png,2778,97300,"Welcome to the City of memes - Memopolis.
",https://www.facebook.com/Memopolis-450474615151098/,13288.51,RUB,2016-04-11T23:58:16-07:00,
1853,data/2016-05/P(1)0004010.pdf,images/1853.png,40,262,"White people
",https://www.facebook.com/Memopolis-450474615151098/,87.27,RUB,2016-05-18T04:24:12-07:00,2016-05-19T04:24:11-07:00
1854,data/2016-05/P(1)0004012.pdf,images/1854.png,69,364,"I swear Family Feud has the best nicknames for a dick
",https://www.facebook.com/Memopolis-450474615151098/,143.75,RUB,2016-05-18T04:21:39-07:00,2016-05-19T04:21:37-07:00
1855,data/2016-05/P(1)0004014.pdf,images/1855.png,0,0,"Most difficult shit ever
",https://www.facebook.com/Memopolis-450474615151098/,0.00,USD,2016-05-18T04:21:10-07:00,2016-05-19T04:21:09-07:00
1856,data/2016-05/P(1)0004016.pdf,images/1856.png,0,0,"new meaning to fucking up the logo.
",https://www.facebook.com/Memopolis-450474615151098/,0.00,USD,2016-05-18T04:20:31-07:00,2016-05-19T04:20:29-07:00
1857,data/2016-05/P(1)0004018.pdf,images/1857.png,0,0,"I want bare titties but not bear titties
",https://www.facebook.com/Memopolis-450474615151098/,0.00,USD,2016-05-16T04:16:14-07:00,2016-05-17T04:16:13-07:00
1858,data/2016-04/P(1)0004020.pdf,images/1858.png,16,172,"*Then have to pee half way threw movie, but holds it so you don't miss
anything*

",https://www.facebook.com/Memopolis-450474615151098/,85.42,RUB,2016-04-11T08:36:10-07:00,2016-04-12T08:36:09-07:00
1859,data/2016-04/P(1)0004022.pdf,images/1859.png,46,428,"Corgi you the real mvp
",https://www.facebook.com/Memopolis-450474615151098/,100.00,RUB,2016-04-11T07:03:57-07:00,2016-04-12T07:03:57-07:00
1860,data/2016-04/P(1)0004024.pdf,images/1860.png,74,695,"""It still has a few more miles left""
",https://www.facebook.com/Memopolis-450474615151098/,100.00,RUB,2016-04-13T00:30:53-07:00,2016-04-14T00:30:52-07:00
1861,data/2016-04/P(1)0004026.pdf,images/1861.png,68,643,"Only 20,000 80 kids will get this
",https://www.facebook.com/Memopolis-450474615151098/,100.00,RUB,2016-04-11T08:45:46-07:00,2016-04-12T13:03:00-07:00
1862,data/2016-04/P(1)0004028.pdf,images/1862.png,68,531,"Right now. Show it to your parents/so/dog/whoever pays before you go
shopping.

",https://www.facebook.com/Memopolis-450474615151098/,100.00,RUB,2016-04-11T06:38:46-07:00,2016-04-12T06:38:46-07:00
1863,data/2016-05/P(1)0000565.pdf,images/1863.png,16,117,,https://www.facebook.com/Memopolis-450474615151098/,10.08,RUB,2016-05-12T06:07:04-07:00,2016-05-13T06:07:03-07:00
1864,data/2016-05/P(1)0004030.pdf,images/1864.png,0,4,"This Es Wut causes depression
",https://www.facebook.com/Memopolis-450474615151098/,1.45,RUB,2016-05-06T04:13:42-07:00,2016-05-07T04:13:41-07:00
1865,data/2016-04/P(1)0004032.pdf,images/1865.png,0,0,"Welcome to the City of memes - Memopolis.
",https://www.facebook.com/Memopolis-450474615151098/,0.00,USD,2016-04-12T00:19:43-07:00,
1866,data/2016-04/P(1)0004034.pdf,images/1866.png,2,25,"Who is talking I done see anyone
",https://www.facebook.com/Memopolis-450474615151098/,12.83,RUB,2016-04-18T04:20:52-07:00,2016-04-21T04:20:51-07:00
1867,data/2016-04/P(1)0004036.pdf,images/1867.png,1,13,"Yes because being in debt is worse with a Child
",https://www.facebook.com/Memopolis-450474615151098/,5.55,RUB,2016-04-15T08:17:00-07:00,2016-04-18T20:03:01-07:00
1868,data/2016-04/P(1)0000567.pdf,images/1868.png,67,21555,"Hey, everyonel’?
You know, a great number of black people support us saying that
#HillaryClintonlsNotMyPresident! So this time we would like to make a
#flashmob against #HillaryClinton because she is the real enemy of black
community and our followers prove it showing their disgrace to her personality
and policy. That's why we ask you to do the same and send your photos to
us. Why? Because we want to live in a better future and Hillary is not the
person who will help us in getting justice and peace by all means!
Dear followers, if you agree, just don't be ignorant to your future in America,

join our flashmob and take a photo with #HillaryClintonForPrison2016 or
#nohillary2016 and tag @blackmattersusl?

Looking forward to your photos?? BlackMattersUS AmericanCops
",https://www.instagram.com/blackmattersus/,1953.63,RUB,2016-04-06T04:26:42-07:00,
1869,data/2016-03/P(1)0000569.pdf,images/1869.png,71,15109,"Cheers to the actual heroes that protect and serve communities all over
America and the world. Cop Block Us ( @COp Block AmericanCops

",https://www.instagram.Com/Cop_block_us/,3977.37,RUB,2016-03-23T06:29:16-07:00,
1870,data/2016-02/P(1)0000571.pdf,images/1870.png,157,31345,"Hello, friends! Enjoy us daily! All the funniest memes and actual news. Nuts
News ( @nuts.news) Funnylnst

",https://www.instagram.Com/nuts.news/,2555.92,RUB,2016-02-11T01:58:14-08:00,
1871,data/2015-12/P(1)0000573.pdf,images/1871.png,25,3330,"Hello friends! Enjoy us daily! All the funniest memes and actual news. Click
Learn More! Nuts News ( @nuts.news) Funnylnst

",https://www.instagram.Com/nuts.news/,957.55,RUB,2015-12-01T04:32:19-08:00,
1872,data/2015-12/P(1)0004038.pdf,images/1872.png,7,1753,"Fed up with police violence? Wanna stop police brutality? Join us! Click learn
more! Cop Block Us ( @COp Block AmericanCops

",https://www.instagram.Com/Cop_block_us/,768.97,RUB,2015-12-01T04:01:12-08:00,
1873,data/2015-11/P(1)0004040.pdf,images/1873.png,3,2342,"Cop Block is committed to highlighting the double standard often granted to
those in uniforms and with badges. We do this by raising awareness and
providing support to victims of police abuse and other related institutional
injustice. Follow us! Cop Block Us ( @COp Block AmericanCops

",https://ihstagram.Com/Cop_block_us,382.42,RUB,2015-11-05T06:06:32-08:00,
1874,data/2015-11/P(1)0004042.pdf,images/1874.png,45,11932,"Funnylnst
",https://instagram.Com/nuts.news/,1417.58,RUB,2015-11-03T02:32:45-08:00,
1875,data/2015-11/P(1)0004044.pdf,images/1875.png,0,0,"Breaking news, latest news and current news from US Daily in the United
States! Join us! US Daily ( @us Daily) - Ohmurica

",https://instagram.Com/us_daily/,0.00,USD,2015-11-12T01:56:53-08:00,
1876,data/2016-01/P(1)0006296.pdf,images/1876.png,29,12500,"Hey what's up buds! Let's continue to preserve our history from substitution. It
is well-known how libtards are eager to blame our forefathers for being racist.
Yet they always forget to underpin their empty words with facts. Not like all
these SJWs, let's refer to racial discrimination in the army of Union. A black
soldier was paid $10 a month with a $3 clothing fee taken out, while a white
soldier was paid $13 a month but was not forced to pay a clothing allowance.
Almost a twofold difference! How tolerant tho! And what was going on in the
""racist"" Confederate States Army? Every soldier was paid $11/month until

1864 regardless of his skin color. Click to Learn More! #southunited South
United ( @south Yoyoyoyoyo

",https://www.instagram.com/south_united/,2008.94,RUB,2016-01-15T01:14:22-08:00,
1877,data/2016-05/P(1)0000575.pdf,,9,10114,"Black lives do matter! We want justice or else! Follow us to know the truth! Go
to our website to stay abreast of the latest black news in America. ( link in the

bio)
",https://www.facebook.com/Yoyoyoyoyoy-1729293847304592/,2222.46,RUB,2016-05-20T04:41:47-07:00,
1878,data/2015-11/P(1)0004046.pdf,images/1878.png,13,1632,"You know, every great accomplishment began with a small thought
somewhere. May you move towards your dreams today. We hope you are
doing good and also you are ready for a new week! We are proud of our black
community and appreciate every follower! Stay with us because black lives do
matter! Join us! Black Pride Yoyoyoyoyoy

",https://www.instagram.Com/black_pride_us/,586.16,RUB,2015-11-17T06:58:43-08:00,
1879,data/2015-11/P(1)0000576.pdf,images/1879.png,68,7575,"Is it a crime to be proud of being Black? Our women are of the most beauty
and men of the most strength. American government and media try to
suppress the idea of Blacks being equal, I'm not even talking about being
better. We are better, we are tougher and we managed to pass through the
centuries of slavery and oppression! That's why we must stay together, cause
together we are power! United we stand, divided we fall! Join us! Black Pride (
@black Yoyoyoyoyoy

",https://www.instagram.com/black_pride_us/,3282.37,RUB,2015-11-16T05:31:05-08:00,
1880,data/2016-01/P(1)0004048.pdf,images/1880.png,432,91968,"Many of y'all know that the Civil war was not at all about slavery, it was about
freedom and independence from the Union. Click Learn More! South United (
@south Yoyoyoyoyo

",https://www.instagram.Com/south_united/,17339.78,RUB,2016-01-06T06:22:09-08:00,
1881,data/2015-11/P(1)0006518.pdf,images/1881.png,0,2,"Confederacy secedes,more than a half of all states will join it. Click here to
learn more! South United Yoyoyoyoyo

",https://instagram.Com/south_united/,0.05,RUB,2015-11-19T06:05:15-08:00,
1882,data/2015-11/P(1)0004050.pdf,images/1882.png,7,1582,"Stop liberal ignorance! Don't tolerate them destroying our monuments and
renaming our streets! Defend our confederate heritage! Join South United!
South United Yoyoyoyoyo

",https://instagram.Com/south_united/,706.36,RUB,2015-11-16T05:37:05-08:00,
1883,data/2015-11/P(1)0000578.pdf,images/1883.png,24,2766,"Amandla Stenberg, who played Rue in the first Hunger Games movie, may
only be 16 years old, but has wisdom beyond those years. Amandla Stenberg
is asking a very important question today: “What would America be like if we
loved black people as much as we love black culture?”

Wanna know more about black culture? Join us! Black Pride ( @blaok
Yoyoyoyoyoy

",https://www.instagram.Com/black_pride_us/,516.19,RUB,2015-11-13T05:09:26-08:00,
1884,data/2015-11/P(1)0004052.pdf,images/1884.png,0,277,"This is the oldest African American museum in the US. & features over 9,000

objects including African American fine arts, traditional African, Native
American, Native Hawaiian, Pacific Island, and Asian art. Located in

Hampton, Virginia, in the heart of the historic Hampton University campus, the

Hampton University Museum is a unique institution and a national treasure.
Black Pride Yoyoyoyoyoy

",https://www.instagram.Com/black_pride_us/,83.81,RUB,2015-11-12T05:46:45-08:00,
1885,data/2016-05/P(1)0001296.pdf,,10,13211,"INSTagram Of The United States or simply - INSTOTUS. Unique Instagram
page for American patriots only! FOLLOW! JUST DO IT!

",https://www.facebook.com/Lalalo-1028159433939877/,2277.54,RUB,2016-05-20T04:36:31-07:00,
1886,data/2015-12/P(1)0004054.pdf,images/1886.png,114,31110,"People, our race is in danger! Together we are an invincible power. Just say
your word! Join us! Black Pride ( @black Yoyoyoyoyoy

",https://www.instagram.Com/black_pride_us/,7685.96,RUB,2015-12-17T02:46:47-08:00,
1887,data/2015-12/P(1)0000580.pdf,images/1887.png,30,3215,"Confederate page #1 on Instagram! Follow, comment, repost! Click Learn
More! South United ( @south Yoyoyoyoyo

",https://www.instagram.Com/south_united/,1290.57,RUB,2015-12-01T06:21:56-08:00,
1888,data/2015-12/P(1)0000582.pdf,images/1888.png,60,27541,"African American Breaking News and Opinion. Click Learn More! Black Pride
( @black Yoyoyoyoyoy

",https://www.instagram.Com/black_pride_us/,2697.80,RUB,2015-12-01T06:15:06-08:00,
1889,data/2015-11/P(1)0004056.pdf,images/1889.png,722,43477,"A Black handicapped worker was enslaved and abused for years. Hard to
believe? Click here to Learn more! Black Pride ( @black Yoyoyoyoyoy

",https://www.instagram.Com/black_pride_us/,5644.00,RUB,2015-11-19T06:11:18-08:00,
1890,data/2015-11/P(1)0004058.pdf,images/1890.png,0,305,"On this picture, you can see an underwater sculpture in honor of African
Ancestors who were thrown overboard the slave ships during the Middle
Passage of the African Holocaust.

Do not forget hard times of slavery and try your best to abolish injustice
towards African-Amerioan population. Click learn more! Join us! Black Pride
Yoyoyoyoyoy

",https://www.instagram.Com/black_pride_us/,24.00,RUB,2015-11-18T04:59:28-08:00,2015-11-19T04:55:00-08:00
1891,data/2015-11/P(1)0004060.pdf,images/1891.png,3,724,"We want INDEPENDENCE, we fight for constitution and traditional values!
Join us! South United Yoyoyoyoyo

",https://instagram.Com/south_united/,1000.00,RUB,2015-11-24T00:45:09-08:00,
1892,data/2015-11/P(1)0000584.pdf,images/1892.png,0,0,"Defend southern heritage! Follow instagram south united and get last news,
history articles and even more! Click Learn more! South United Yoyoyoyoyo

",https://instagram.Com/south_united/,0.00,USD,2015-11-18T04:55:24-08:00,2015-11-19T05:50:00-08:00
1893,data/2015-11/P(1)0000586.pdf,images/1893.png,5,6856,"Defend southern heritage! Follow instagram south united and get last news,
history articles and even more! Click Learn more! South United Yoyoyoyoyo

",https://instagram.Com/south_united/,957.06,RUB,2015-11-18T04:55:49-08:00,2015-11-19T05:50:00-08:00
1894,data/2016-01/P(1)0000588.pdf,images/1894.png,4,1589,"Click to Learn More! In the 17305, a seven-year—old English girl was washed
up on the shores of West Africa and was adopted by her rescuers. She
became the wife of a Prince and started a dynasty that extends into many of
today's Xhosa royal families. Due to her recessive gene, now and then a child
is born in the area with bright blue eyes. This is fascinating! This is a pure luck
for a Black girl to be adopted and loved after being thrown to the sea. I guess
she deserved to be a queen after what she had experienced. Black people
are the best of the best and I'm proud to be Black! #Blackprideus #black
#blacklove #african #africanamerican #blacklivesmatter #icantbreathe
#blackpride #blackandproud black priiide Yoyoyoyoyoy

",https://www.instagram.com/black_pride_us/,405.25,RUB,2016-01-15T00:56:09-08:00,
1895,data/2016-01/P(1)0006298.pdf,images/1895.png,103,12983,"We won't tolerate removing general Robert E.Lee from Lee Circle! On this
Saturday, Jan 23, at 3:00 pm at Lee Circle, New Orleans, Louisiana. Come

and defend him! Like he defend the south! Click Learn More! South United On
Yoyoyoyoyo

",https://www.instagram.com/p/BAw7thMbc4/,5000.00,RUB,2016-01-21T06:17:07-08:00,
1896,data/2015-12/P(1)0006300.pdf,images/1896.png,113,16808,"Confederate page #1 on Instagram! Learn about our country's history with us!
Join us! South United ( @south

",https://www.instagram.Com/south_united/,3388.18,RUB,2015-12-17T02:54:15-08:00,
1897,data/2015-12/P(1)0004062.pdf,images/1897.png,90,12559,"Located on a barrier island in the Gulf of Mexico, Grand Isle is a small fishing
town that has proved resilient despite being battered by hurricanes throughout
the years. The tiny town is the setting for The Awakening by Kate Chopin,
who spent her summers in Grande |s|e for many years. The island is full of
beautiful beaches, protected as part of Grand Isle State Park. Click Learn
More! Join us! South United Yoyoyoyoyo

",https://www.instagram.Com/south_united/,2183.52,RUB,2015-12-10T06:59:52-08:00,
1898,data/2015-12/P(1)0004064.pdf,images/1898.png,0,0,"Tea Party: Pictures, Videos, Breaking News. Click Learn More! Tea Party
News ( @tea Teapartypat

",https://www.instagram.Com/tea_party_news/,0.00,USD,2015-12-01T06:35:35-08:00,
1899,data/2015-12/P(1)0004066.pdf,images/1899.png,52,9222,"Tea Party: Pictures, Videos, Breaking News. Click Learn More! Tea Party
News ( @tea Teapartypat

",https://www.instagram.Com/tea_party_news/,2743.54,RUB,2015-12-02T05:13:16-08:00,
1900,data/2016-01/P(1)0000590.pdf,images/1900.png,53,9741,"Click to Learn More! Everybody knows that Islam is against terrorism but not
everyone believes this fact! Islam does not support terrorism under any
Circumstances. Terrorism goes against every principle in Islam. In fact if a
Muslim engages in terrorism, he is not following Islam and so he is not a
Muslim! America, stop insulting peaceful Citizens, stop taking all of us as

criminals, we don't deserve such attitude! #muslimvoice #muslim @muslim
Voice - Muslimlnst

",https://www.instagram.Com/muslim_voice/,3587.37,RUB,2016-01-15T01:59:05-08:00,
1901,data/2015-11/P(1)0004068.pdf,images/1901.png,0,0,"This is the community which unites all the muslims who live in the US. Join
us! @muslim Voice - Muslimlnst

",https://www.instagram.Com/muslim_voice/,0.00,USD,2015-11-23T05:14:39-08:00,2015-11-29T08:45:00-08:00
1902,data/2016-03/P(1)0004070.pdf,images/1902.png,0,3476,"Just the response to those who think that if a woman wears the #hijab she is
a threat.

",https://www.facebook.com/MuslimInst-1681844195367390/,1732.82,RUB,2016-03-18T09:47:41-07:00,2016-03-20T20:40:00-07:00
1903,data/2016-07/P(1)0004072.pdf,images/1903.png,429,15690,"Remember, islamophobia is a help to the world terrorism! This is the
community which unites all the muslims who live in the US. We all are
Children of the Middle East. It's time to unite! @muslim Voice - Muslimlnst

",https://www.instagram.com/muslim_voice/,3364.09,RUB,2016-07-15T03:36:32-07:00,
1904,data/2015-11/P(1)0004074.pdf,images/1904.png,79,11660,"This is the community which unites all the muslims who live in the US. Join
us! @muslim Voice - Muslimlnst

",https://www.instagram.Com/muslim_voice/,2274.53,RUB,2015-11-24T00:56:22-08:00,
1905,data/2015-12/P(1)0000592.pdf,images/1905.png,2,336,"Christmas is coming !We're sure that you won't be able to find a better
present than a gun! Don't believe us? Just try once and you'll understand
what we're talking about! Gun power, self-confidence, freedom! Tea Party
News ( @tea Teapartypat

",https://www.instagram.Com/tea_party_news/,114.89,RUB,2015-12-15T08:32:06-08:00,
1906,data/2015-12/P(1)0000594.pdf,images/1906.png,0,0,"Christmas is coming !We're sure that you won't be able to find a better
present than a gun! Don't believe us? Just try once and you'll understand
what we're talking about! Gun power, self-confidence, freedom! Tea Party

News ( @tea Teapartypat
",https://www.instagram.Com/tea_party_news/,0.00,USD,2015-12-18T03:25:39-08:00,
1907,data/2015-12/P(1)0000596.pdf,images/1907.png,78,23781,"Christmas is coming !We're sure that you won't be able to find a better
present than a gun! Don't believe us?Just try once and you'll understand what
we're talking about! Gun power, self—confidence, freedom! Tea Party News (

@tea Teapartypat
",https://www.instagram.Com/tea_party_news/,3245.41,RUB,2015-12-18T03:27:24-08:00,
1908,data/2016-04/P(1)0000598.pdf,images/1908.png,1,279,"Do you support Trump? Wanna #MakeAmericaGreatAgain? Wanna see your
kid on our account? Take pictures, make videos, send them to us via DM or
tag #KIDS4TRUMP and we'll make a patriotic team of young Trump
supporters here! I'm sure it'll be great!

It would be nice if you tell us why your kid supports Donald Trump and what
are his or her thoughts about #Elections2016. Let's have some fun! Don't stay
aside! Tea Party News ( @tea Teapartypat

",https://www.instagram.com/tea_party_news/,1.32,RUB,2016-04-19T08:12:20-07:00,
1909,data/2016-04/P(1)0000600.pdf,images/1909.png,78,165121,"Do you support Trump? Wanna #MakeAmericaGreatAgain? Wanna see your
kid on our account? Take pictures, make videos, send them to us via DM or
tag #KIDS4TRUMP and we'll make a patriotic team of young Trump
supporters here! I'm sure it'll be great!

It would be nice if you tell us why your kid supports Donald Trump and what
are his or her thoughts about #Election52016. Let's have some fun! Don't stay
aside! Tea Party News ( @tea Teapartypat

",https://www.instagram.com/tea_party_news/,9970.58,RUB,2016-04-21T00:28:18-07:00,
1910,data/2016-08/P(1)0004076.pdf,images/1910.png,0,0,"Florida goes Trump! Here are Florida Cities participating: Daytona Beach,
Tampa, Fort Myers, Miami, Orlando, Pensacola, Ft Lauderdale, Sarasota,
Clearwater, Oxford, West Palm Beach, Coral Springs.

For more details write us in comments or via DM. Go Tea Party! Pro-
American, Pro—Guns, Pro—Patriotic! Tea Party News Muslimlnst

",https://www.instagram.Com/tea_party_news/,0.00,USD,2016-08-16T05:47:11-07:00,
1911,data/2016-08/P(1)0006302.pdf,images/1911.png,85,9244,"Florida goes Trump! Here are Florida Cities participating: Daytona Beach,
Tampa, Fort Myers, Miami, Orlando, Pensacola, Ft Lauderdale, Sarasota,
Clearwater, Oxford, West Palm Beach, Coral Springs.

For more details write us in comments or via DM. Go Tea Party! Pro-
American, Pro—Guns, Pro—Patriotic! Tea Party News Teapartypat

",https://www.instagram.Com/tea_party_news/,3178.16,RUB,2016-08-16T05:49:47-07:00,
1912,data/2016-04/P(1)0000602.pdf,images/1912.png,0,0,"Do you support Trump? Wanna #MakeAmericaGreatAgain? Wanna see your
kid on our account? Take pictures, make videos, send them to us via DM or
tag #KIDS4TRUMP and we'll make a patriotic team of young Trump
supporters here! I'm sure it'll be great!

It would be nice if you tell us why your kid supports Donald Trump and what
are his or her thoughts about #Election52016. Let's have some fun! Don't stay
aside! Tea Party News Teapartypat

",https://www.instagram.com/tea_party_news/,0.00,USD,2016-04-19T08:08:19-07:00,
1913,data/2016-04/P(1)0000604.pdf,images/1913.png,0,0,"Do you support Trump? Wanna #MakeAmericaGreatAgain? Wanna see your
kid on our account? Take pictures, make videos, send them to us via DM or
tag #KIDS4TRUMP and we'll make a patriotic team of young Trump
supporters here! I'm sure it'll be great!

It would be nice if you tell us why your kid supports Donald Trump and what
are his or her thoughts about #Election52016. Let's have some fun! Don't stay
aside! Tea Party News Teapartypat

",https://www.instagram.com/tea_party_news/,0.00,USD,2016-04-19T08:05:39-07:00,
1914,data/2016-04/P(1)0000606.pdf,images/1914.png,0,0,"Do you support Trump? Wanna #MakeAmericaGreatAgain? Wanna see your
kid on our account? Take pictures, make videos, send them to us via DM or
tag #KIDS4TRUMP and we'll make a patriotic team of young Trump
supporters here! I'm sure it'll be great!

It would be nice if you tell us why your kid supports Donald Trump and what
are his or her thoughts about #Election52016. Let's have some fun! Don't stay
aside! Tea Party News Teapartypat

",https://www.instagram.com/tea_party_news/,0.00,USD,2016-04-19T08:07:22-07:00,
1915,data/2016-08/P(1)0000608.pdf,,495,44581,"Salaams! American Muslims are facing hard Challenges in the post-9/11
world. Follow muslim voice to learn more about the most peaceful religion on
Earth. Join the discussions over political, social and religious issues. Be the
voice!

",https://www.facebook.com/MuslimInst-1681844195367390/,6821.84,RUB,2016-08-17T03:31:27-07:00,
1916,data/2015-11/P(1)0000609.pdf,images/1916.png,0,0,"This is the community which unites all the muslims who live in the US. We all
are Children of the Middle East. It's time to unite!

",https://www.facebook.com/MuslimInst-1681844195367390/,0.00,USD,2015-11-23T06:34:10-08:00,2015-11-24T06:34:10-08:00
1917,data/2016-04/P(1)0000611.pdf,images/1917.png,857,108433,"This is the way our Children have to be raised. It's not the promotion of
violence. It's the promotion of confidence and the ability to defend yourself.
Follow us if this video makes you proud!

",https://www.facebook.com/Teapartypat—1649468318669272/,17306.95,RUB,2016-04-22T10:43:02-07:00,
1918,data/2016-01/P(1)0004078.pdf,images/1918.png,103,36217,"Click Learn More! Support the police! They have so much responsibility, they
have so much to care about, they have to worry about everything and to make
people's life safe. Tea Party News ( @tea Teapartypat

",https://www.instagram.Com/tea_party_news/,8685.08,RUB,2016-01-06T03:35:59-08:00,2016-03-20T20:47:00-07:00
1919,data/2016-05/P(1)0000613.pdf,images/1919.png,110,26772,"This is the community which unites all the muslims who live in the US. We all
are children of the Middle East. It's time to unite! @muslim Voice - Muslimlnst

",https://www.instagram.Com/muslim_voice/,8180.39,RUB,2016-05-12T03:36:43-07:00,
1920,data/2016-06/P(1)0000615.pdf,images/1920.png,420,20364,"This is the community which unites all the muslims who live in the US. We all
are children of the Middle East. It's time to unite! @muslim Voice - Muslimlnst

",https://www.instagram.Com/muslim_voice/,3176.67,RUB,2016-06-24T02:05:09-07:00,
1921,data/2016-01/P(1)0000617.pdf,images/1921.png,47,13604,"I want Americans and Europeans understand and ask to feel the difference
between terrorists and faithful Muslim! Click Learn More! @muslim Voice -
Muslimlnst

",https://www.instagram.com/muslim_voice/,1494.73,RUB,2016-01-06T03:51:08-08:00,
1922,data/2015-11/P(1)0004080.pdf,images/1922.png,0,0,"This is the community which unites all the muslims who live in the US. Join
us! @muslim Voice - Muslimlnst

",https://instagram.com/muslim_voice/,0.00,USD,2015-11-23T01:48:40-08:00,2015-11-24T01:43:00-08:00
1923,data/2015-11/P(1)0004082.pdf,images/1923.png,0,0,"News, analysis from the Middle East & worldwide, multimedia & interactives,
opinions Al Jazeera English - Live Muslimlnst

",http://www.a|jazeera.com/,0.00,USD,2015-11-23T23:20:26-08:00,2015-12-03T23:20:29-08:00
1924,data/2016-01/P(1)0004084.pdf,images/1924.png,0,0,"Are you sick and tired of people saying ""ready for Hillary""? Because they piss
me off every day. And I really feel hopeless trying to explain to them she's not
a good Choice. Unless you want to see America in flames. Click to Learn
More! Tea Party News ( @tea Teapartypat

",https://www.instagram.Com/tea_party_news/,0.00,USD,2016-01-15T02:09:19-08:00,
1925,data/2015-12/P(1)0000619.pdf,images/1925.png,82,18491,"This is the community which unites all the Muslims who live in the US. Click
Learn More! @muslim Voice -

",https://www.instagram.Com/muslim_voice/,2821.63,RUB,2015-12-02T05:23:15-08:00,
1926,data/2015-12/P(1)0004086.pdf,images/1926.png,33,7436,"We are all Americans. We are all equal. But sometimes it seems like we are
losing our freedom, we're losing our rights, we're losing equality. That's why I
believe we have to fight to protect it. That's why I believe we have to unite to
resist Baltimore News Balt

",https://www.instagram.Com/baltimore.blackvoice/,1669.10,RUB,2015-12-21T06:56:11-08:00,
1927,data/2015-12/P(1)0000621.pdf,images/1927.png,1,1073,"Stand with #BIackLivesMatter movement. All recent news the media will never
show! (@baltimoreBlackvoice) Baltimore News

",https://www.instagram.com/baltimore.blackvoice/,29.41,RUB,2015-12-31T01:02:36-08:00,
1928,data/2016-01/P(1)0000623.pdf,images/1928.png,67,29879,"THANK YOU to all those who risked their life for the sake of our country! Click
Learn More! Baltimore News Balt

",https://www.instagram.Com/baltimore.blackvoice/,4049.93,RUB,2016-01-06T04:26:59-08:00,
1929,data/2016-07/P(1)0000625.pdf,,96,11078,"9+ police officers have already become the innocent victims of homegrown
terrorism. it's not a coincidence, it's a war. That's why we've started
|stay4po|ice flashmob! Join our flashmob and follow stay4police to support
American law enforcement!

",https://www.facebook.com/Libelibe-1484239251885741/,1681.94,RUB,2016-07-20T06:33:39-07:00,
1930,data/2016-08/P(1)0000626.pdf,,22,3252,"We need to show the society that we support our police officers! Follow
STAY4POL|CE

",https://www.facebook.com/Libelibe-1484239251885741/,436.10,RUB,2016-08-04T06:23:23-07:00,2016-09-04T06:13:20-07:00
1931,data/2016-05/P(1)0000627.pdf,images/1931.png,7,5394,"Follow for the true Texas Pride! Support The Police Atla
",https://www.ihstagram.com/tx_patriots/,693.28,RUB,2016-05-12T03:20:33-07:00,
1932,data/2016-08/P(1)0000629.pdf,,683,38262,"Black people all around the world are proud of who they are and these Black
twins are proudly identifying with their roots.

",https://www.facebook.com/BaIt-194465337564400/,3723.84,RUB,2016-08-12T09:06:46-07:00,
1933,data/2016-08/P(1)0000630.pdf,images/1933.png,79,2756,"You can achieve anything you want without taking your Clothes off. For more
positive black pictures follow BLACK_AMER|CA_TODAY! Today is the day to
rise up and act! Proudblacks

",https://www.instagram.com/black_america_today/,539.33,RUB,2016-08-04T06:54:34-07:00,2016-09-04T06:47:01-07:00
1934,data/2016-07/P(1)0004088.pdf,images/1934.png,150,15738,"Join our AmericaAgainstHillary flashmob! Make a sign with your state - make
Clinton see that we DON'T WANT her! Follow instotus for participation. This is

a community for everyone whose heart is with America. Don't be a stranger,
be a patriot! Follow us! Instagram Of The United Instotus

",https://www.instagram.com/instotus/,3385.27,RUB,2016-07-20T06:44:47-07:00,
1935,data/2016-01/P(1)0004090.pdf,images/1935.png,135,50761,"If you say you don't need badges, it means you don't need your safety and
confidence! Click Learn More! Support The Police Libelibe

",https://www.instagram.Com/stay4police/,3950.07,RUB,2016-01-06T04:08:49-08:00,
1936,data/2016-05/P(1)0004092.pdf,images/1936.png,92,22567,"We are Patriots. We fight for the traditions, for the National Symbols and for
the Future.
If you don't like the liberal ideas and you are not the one who supports gun
control, gay marriage and black lives matter activists.
If America is more than just a country for you, we want you to join us! This is a
community for everyone whose heart is with America. Don't be a stranger, be
a patriot! Follow us! Instagram Of The United Instotus

",https://www.instagram.oom/instotus/,3681.23,RUB,2016-05-06T07:29:40-07:00,
1937,data/2016-02/P(1)0004094.pdf,images/1937.png,41,22635,"This is a community for everyone whose heart is with America. Don't be a
stranger - Follow @instotus Instagram Of The United Instotus

",https://www.instagram.com/instotus/,2909.99,RUB,2016-02-25T01:06:31-08:00,2016-03-24T05:00:00-07:00
